Education|Income|Customer_For|Age|AmountSpent|Children|Family_Size|Is_Parent|TotalAcceptedCmp|NumTotalPurchases
1|79205.0|57801600000000000|49|895|0|2|0|2|16
0|56559.0|47606400000000000|49|484|1|3|1|0|18
0|32644.0|45705600000000000|51|413|1|3|1|1|18
0|67506.0|15379200000000000|44|331|1|2|1|0|12
1|24206.0|41299200000000000|54|25|1|2|1|0|5
0|28420.0|16156800000000000|57|13|1|2|1|0|4
1|22979.0|57110400000000000|54|115|1|3|1|1|10
1|33279.0|1468800000000000|58|16|0|1|0|0|4
0|46423.0|24537600000000000|52|92|2|3|1|0|9
1|30368.0|20217600000000000|47|52|1|3|1|0|7
1|63684.0|50112000000000000|54|1464|1|3|1|0|23
1|41638.0|43286400000000000|60|441|1|2|1|1|17
0|68805.0|24624000000000000|65|283|1|2|1|0|12
0|65814.0|10281600000000000|58|747|1|3|1|0|23
1|71964.0|34992000000000000|66|1870|0|1|0|0|17
1|39146.0|43200000000000000|38|165|1|2|1|0|11
1|96876.0|28252800000000000|47|1941|0|2|0|4|24
1|34445.0|44755200000000000|43|839|0|2|0|0|27
1|68281.0|59702400000000000|66|1655|0|1|0|1|25
0|37284.0|39484800000000000|49|23|2|4|1|0|4
1|36790.0|41904000000000000|41|66|0|2|0|1|6
1|27943.0|38016000000000000|57|37|2|4|1|0|8
1|22263.0|7862400000000000|73|21|2|3|1|0|6
1|30261.0|55468800000000000|52|22|3|5|1|0|4
1|28587.0|11836800000000000|46|78|1|3|1|0|9
0|43815.0|38880000000000000|42|79|1|3|1|0|6
1|48195.0|13737600000000000|68|265|2|4|1|0|17
0|77027.0|12441600000000000|72|1175|1|3|1|0|19
0|71322.0|43027200000000000|59|1305|1|3|1|0|28
0|32765.0|10886400000000000|45|46|1|3|1|0|8
1|29672.0|40953600000000000|59|25|2|4|1|0|4
1|23272.0|22032000000000000|71|46|0|1|0|0|5
0|49912.0|57024000000000000|75|874|1|3|1|2|26
0|7500.0|60220800000000000|39|100|1|3|1|0|10
0|68117.0|41126400000000000|77|930|1|2|1|2|25
1|67225.0|18576000000000000|69|868|1|3|1|0|23
1|17649.0|19785600000000000|48|45|1|3|1|0|9
1|55914.0|36806400000000000|49|1260|1|3|1|0|29
1|40059.0|23673600000000000|40|414|1|3|1|1|12
1|60905.0|17798400000000000|74|392|1|3|1|0|15
1|75330.0|54691200000000000|47|1109|2|4|1|0|29
1|60689.0|33955200000000000|73|639|1|2|1|0|22
1|38680.0|39571200000000000|40|79|1|3|1|0|6
1|61416.0|43718400000000000|42|1665|0|2|0|1|24
1|49767.0|36547200000000000|33|692|0|1|0|0|18
1|83273.0|55468800000000000|54|1392|3|4|1|0|29
1|29009.0|18316800000000000|43|44|1|3|1|0|7
0|45057.0|18144000000000000|45|50|1|3|1|0|6
1|37150.0|56678400000000000|53|467|1|3|1|0|21
1|43020.0|18230400000000000|54|223|1|2|1|0|12
1|53154.0|1728000000000000|65|158|1|3|1|0|9
1|65308.0|25142400000000000|51|1211|0|2|0|2|28
1|76467.0|58838400000000000|54|1575|1|2|1|1|14
0|81044.0|15897600000000000|77|1208|0|2|0|0|22
1|32871.0|41212800000000000|73|43|2|4|1|0|5
1|55801.0|24192000000000000|49|527|2|3|1|1|21
1|76320.0|604800000000000|65|932|1|2|1|0|15
0|36927.0|2332800000000000|69|71|2|3|1|0|8
1|48794.0|259200000000000|71|54|2|4|1|0|5
1|23478.0|40348800000000000|59|129|0|1|0|0|7
1|71128.0|54518400000000000|51|1615|1|2|1|0|27
0|70179.0|29635200000000000|48|1034|1|2|1|0|26
1|59462.0|46656000000000000|74|1088|1|3|1|0|25
1|38361.0|15897600000000000|55|137|1|3|1|0|10
0|70038.0|21340800000000000|42|1244|0|2|0|0|17
1|42554.0|46051200000000000|46|41|2|4|1|0|7
1|67445.0|59270400000000000|50|1174|1|3|1|0|32
1|67046.0|46569600000000000|73|993|1|2|1|0|15
1|42192.0|25574400000000000|76|100|0|2|0|0|7
0|77610.0|52531200000000000|72|1680|1|3|1|0|17
1|31761.0|7344000000000000|40|98|1|3|1|0|9
1|34350.0|21859200000000000|45|48|1|3|1|0|5
1|54591.0|28339200000000000|75|519|1|3|1|0|19
1|71866.0|16070400000000000|68|715|1|3|1|0|20
1|25293.0|24796800000000000|55|37|1|3|1|0|5
0|42000.0|46224000000000000|37|653|0|1|0|1|20
1|69520.0|30844800000000000|41|1455|0|2|0|0|21
1|64713.0|12268800000000000|54|602|1|2|1|1|19
0|27889.0|31017600000000000|47|26|1|3|1|0|5
1|22123.0|8121600000000000|64|102|0|1|0|0|7
1|27803.0|58060800000000000|51|176|1|3|1|0|9
1|51651.0|51753600000000000|64|433|1|3|1|0|17
1|68487.0|45964800000000000|36|1366|0|2|0|0|30
1|56796.0|43027200000000000|55|1001|1|3|1|0|27
0|87000.0|48470400000000000|32|961|0|2|0|0|18
1|79823.0|7776000000000000|65|1518|1|3|1|1|23
1|30828.0|23155200000000000|44|56|1|2|1|0|8
0|34109.0|20304000000000000|53|22|1|3|1|0|4
0|53367.0|26092800000000000|50|400|2|3|1|1|21
1|22390.0|21686400000000000|55|26|0|2|0|0|4
1|71322.0|5011200000000000|48|350|1|3|1|0|13
1|79244.0|48124800000000000|31|1216|0|1|0|3|22
0|49912.0|57024000000000000|75|874|1|3|1|2|26
0|48699.0|34905600000000000|74|40|2|4|1|0|5
1|80144.0|23500800000000000|49|1367|0|2|0|0|19
1|54252.0|34300800000000000|68|264|2|3|1|0|15
0|81929.0|55123200000000000|48|2053|1|3|1|3|20
1|76068.0|49852800000000000|49|1376|1|3|1|2|10
0|53204.0|8726400000000000|48|45|2|4|1|0|5
0|67911.0|3283200000000000|75|976|1|3|1|0|27
0|14796.0|56160000000000000|40|51|1|3|1|1|6
0|78128.0|11232000000000000|50|1264|1|3|1|2|20
1|14188.0|41990400000000000|52|75|0|2|0|0|7
1|20425.0|52531200000000000|38|57|1|3|1|0|7
0|58646.0|33177600000000000|62|140|1|3|1|0|8
1|72967.0|48470400000000000|54|497|1|2|1|2|19
0|48150.0|33350400000000000|75|266|1|3|1|0|13
1|82332.0|56160000000000000|63|2006|0|1|0|2|21
1|58275.0|33868800000000000|69|615|2|3|1|0|23
0|44953.0|47952000000000000|43|1021|0|2|0|1|24
1|34587.0|3801600000000000|71|22|2|4|1|0|6
0|43018.0|20736000000000000|50|133|1|3|1|0|7
0|45736.0|29376000000000000|70|437|1|3|1|0|19
0|66476.0|17884800000000000|55|1013|1|3|1|0|26
0|27733.0|26524800000000000|43|57|1|3|1|0|7
0|69805.0|13737600000000000|72|1038|1|3|1|0|27
0|72217.0|38448000000000000|62|1573|0|1|0|0|22
1|25818.0|53481600000000000|53|28|1|2|1|0|4
0|37509.0|56592000000000000|48|123|1|3|1|0|9
0|25176.0|27907200000000000|48|13|2|4|1|0|4
1|43586.0|57715200000000000|44|132|1|3|1|0|10
0|53230.0|60048000000000000|68|732|1|3|1|0|23
1|50116.0|777600000000000|67|66|2|4|1|1|7
1|84906.0|23155200000000000|52|1631|0|2|0|3|24
1|61286.0|28598400000000000|58|608|1|3|1|0|18
0|82333.0|39398400000000000|38|1822|0|2|0|2|18
0|65220.0|57369600000000000|59|1282|0|2|0|1|23
1|33590.0|20563200000000000|50|8|3|5|1|0|4
1|30992.0|37411200000000000|48|43|1|2|1|0|5
0|72309.0|41040000000000000|48|1931|0|1|0|2|20
1|16005.0|59097600000000000|44|103|1|3|1|0|8
0|65487.0|14688000000000000|67|1169|0|1|0|0|17
1|58692.0|7257600000000000|59|395|1|3|1|0|15
1|40590.0|23328000000000000|55|258|2|3|1|1|15
1|20587.0|4233600000000000|54|25|1|2|1|0|5
0|62637.0|10368000000000000|70|185|1|2|1|0|10
0|29435.0|59788800000000000|58|180|2|3|1|1|11
1|19346.0|12960000000000000|50|22|1|2|1|0|5
1|35788.0|13564800000000000|53|44|2|4|1|0|7
1|36997.0|44323200000000000|56|94|2|3|1|0|12
1|23539.0|10454400000000000|67|81|0|2|0|0|7
1|65333.0|14083200000000000|51|798|1|2|1|2|28
1|78499.0|18835200000000000|67|1334|0|1|0|2|19
0|29732.0|8294400000000000|53|38|1|3|1|0|5
0|41275.0|8380800000000000|64|61|3|5|1|0|11
0|63516.0|30931200000000000|51|300|2|4|1|0|16
0|42769.0|22464000000000000|62|88|1|3|1|0|8
0|49572.0|16934400000000000|66|54|2|4|1|0|7
1|69209.0|56160000000000000|52|1782|0|2|0|1|16
1|17148.0|13132800000000000|48|68|1|3|1|0|11
1|40590.0|23328000000000000|55|258|2|3|1|1|15
0|30560.0|31708800000000000|48|31|1|3|1|0|5
0|32146.0|4147200000000000|41|66|1|3|1|0|8
0|41713.0|5270400000000000|60|174|2|3|1|0|13
0|34176.0|13651200000000000|49|28|1|3|1|0|5
0|58482.0|9417600000000000|69|731|1|3|1|1|22
1|59686.0|13392000000000000|59|274|1|2|1|0|12
0|60896.0|54086400000000000|60|1701|1|3|1|1|26
1|62994.0|10108800000000000|44|312|1|3|1|0|13
1|47320.0|28684800000000000|67|414|1|3|1|0|20
0|74859.0|33782400000000000|75|1565|0|1|0|1|23
1|15253.0|21081600000000000|32|29|1|2|1|0|6
0|31560.0|31968000000000000|50|94|1|2|1|0|8
1|72071.0|43200000000000000|70|1338|1|2|1|0|20
0|91172.0|39657600000000000|34|1092|0|1|0|5|14
1|90000.0|16243200000000000|40|1479|0|2|0|3|18
1|41967.0|18835200000000000|43|54|2|3|1|0|5
1|69263.0|10022400000000000|59|568|1|2|1|1|18
0|65706.0|31622400000000000|54|1199|0|1|0|4|27
1|60934.0|14083200000000000|49|873|1|3|1|0|23
1|71965.0|28944000000000000|73|1213|1|3|1|0|17
1|65210.0|9590400000000000|69|731|1|3|1|2|22
0|79174.0|46137600000000000|49|2043|0|2|0|3|19
0|81380.0|47865600000000000|57|1893|0|1|0|0|17
0|48432.0|53481600000000000|51|424|1|2|1|0|19
1|52914.0|46483200000000000|53|575|1|3|1|1|15
1|38946.0|21427200000000000|69|257|1|3|1|0|12
1|26067.0|20476800000000000|50|56|1|3|1|0|9
0|44325.0|41385600000000000|52|542|1|3|1|1|21
1|42523.0|5788800000000000|60|125|0|2|0|0|7
1|26487.0|34992000000000000|46|69|1|2|1|0|9
0|53233.0|8899200000000000|67|40|1|3|1|0|5
1|67716.0|46224000000000000|64|1016|1|3|1|1|28
0|76234.0|12355200000000000|52|907|1|3|1|1|23
0|84117.0|4233600000000000|68|1566|0|2|0|1|24
0|65487.0|14688000000000000|67|1169|0|2|0|0|17
1|25224.0|9072000000000000|52|46|1|3|1|0|7
0|89616.0|42249600000000000|41|1644|0|1|0|1|25
1|40851.0|42595200000000000|53|59|2|3|1|0|5
1|27469.0|60134400000000000|77|17|0|2|0|0|4
0|82347.0|51840000000000000|67|1853|0|2|0|3|25
1|73803.0|60220800000000000|67|1528|1|3|1|2|22
0|8820.0|40089600000000000|72|35|2|3|1|0|10
1|43322.0|5961600000000000|50|141|0|1|0|0|8
1|55593.0|26956800000000000|51|546|1|3|1|1|17
1|50501.0|32486400000000000|70|500|2|4|1|2|20
1|37085.0|259200000000000|49|61|2|4|1|0|10
1|16185.0|28339200000000000|34|106|1|2|1|0|8
1|57731.0|50371200000000000|55|704|1|2|1|0|26
0|48432.0|53481600000000000|51|424|1|2|1|1|19
1|73807.0|46915200000000000|46|849|1|3|1|0|23
1|18929.0|43027200000000000|34|85|0|2|0|0|6
1|35893.0|53740800000000000|56|199|2|3|1|0|15
1|61014.0|59356800000000000|44|1147|1|3|1|0|20
1|32144.0|8467200000000000|70|54|2|4|1|1|10
1|14918.0|49161600000000000|61|43|1|3|1|0|5
1|45146.0|30153600000000000|61|53|2|3|1|0|6
0|41769.0|43286400000000000|69|521|1|2|1|0|22
1|88325.0|12441600000000000|43|1623|0|2|0|0|18
0|38054.0|5097600000000000|74|45|2|3|1|0|7
0|80617.0|54000000000000000|29|1435|0|1|0|0|19
1|5305.0|28857600000000000|48|32|1|3|1|0|1
1|36807.0|48038400000000000|70|16|2|4|1|0|4
1|28427.0|40176000000000000|41|52|1|3|1|0|7
0|82032.0|7344000000000000|76|1234|0|1|0|0|17
1|22775.0|32400000000000000|46|15|1|3|1|0|4
0|40101.0|53827200000000000|39|415|1|3|1|0|17
1|58025.0|18576000000000000|45|470|1|3|1|0|18
0|75777.0|31104000000000000|42|1438|0|1|0|3|21
0|7500.0|36115200000000000|45|53|1|3|1|0|11
0|33562.0|345600000000000|61|51|3|5|1|0|9
0|57642.0|14774400000000000|54|679|1|2|1|1|22
1|58554.0|55382400000000000|56|586|2|4|1|0|22
1|63777.0|39916800000000000|45|653|2|4|1|0|26
1|57967.0|41731200000000000|62|468|1|2|1|0|19
1|24434.0|3628800000000000|52|50|2|4|1|0|7
1|11012.0|40608000000000000|40|84|1|2|1|1|9
0|44802.0|58492800000000000|54|1049|0|1|0|0|27
1|26816.0|58838400000000000|38|22|0|1|0|0|4
1|34421.0|31363200000000000|50|30|1|3|1|0|4
1|61223.0|32918400000000000|57|1341|1|3|1|0|18
0|64014.0|1641600000000000|78|444|3|5|1|1|22
1|56981.0|13392000000000000|43|1241|0|1|0|1|19
